DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DUNAME,DU,5GNR_ENDC_Drop%,5GNR_ENDC_Drop_%_num,5GNR_ENDC_Drop_%_den,S5NR_Cell_Availability_%,ErabAddAtt_per_GNB,ErabAddSucc_per_GNB,S5NR_DLMACLayerDataVolume_MB,S5NR_DLPRBUtilization_%,S5NR_DLUserPerceivedTput_Mbps,S5NR_PDCCH_SlotRationBlocking_DL_%,S5NR_PDCCH_SlotRationBlocking_Tot_%,S5NR_PDCCH_SlotRationBlocking_UL_%,S5NR_PUCCH_BLER_%,S5NR_PUCCHAvgSINR_dB,S5NR_PUSCHAvgSINR_dB,S5NR_TotalDLRLCLayerDataVolume_MB,S5NR_TotalERABSetupFailureRate_%,S5NR_TotalULRLCLayerDataVolume_MB,S5NR_ULMACLayerDataVolume_MB,S5NR_ULPRBUtilization_%,S5NR_ULUserPerceivedTput_Mbps,S5NC_DRBDrop_%_SA,S5NC_NRDCAdd_MN_Succ_%_SA,S5NC_NGSetupFailure_%_SA,S5NC_RRCSetupFailure_%_SA,S5NC_EPSFB_IRAT_HO_PrepFailure_%_SA,S5NC_EmergFB_IRAT_HO_Failure_%_SA,S5NC_EPSFB_IRAT_HO_Failure_%_SA,S5NC_DRBSetupFail_%_SA_SNSSAI6,S5NC_DRBSetupFail_%_den_SA_SNSSAI6,S5NC_DRBSetupFail_num_SA_SNSSAI6,S5NC_PDUSetupFail_%_SA_SNSSAI6,S5NC_PDUSetupFail_%_den_SA_SNSSAI6,S5NC_PDUSetupFail_%_num_SA_SNSSAI6,S5ND_AvgAirIfDelay_DL_SA_us_5QI133_SNSSAI6,S5ND_AvgIPLatency_DL_us_5QI133_SNSSAI6,S5ND_AvgRLCDelay_DL_SA_us_5QI133_SNSSAI6,S5ND_AvgRLCDelay_UL_SA_us_5QI133_SNSSAI6,S5ND_AvgUEThpt_SA_Mbps_5QI133_RFSP95_SNSSAI6,S5ND_DLActiveUE_Avg_SNSSAI6,S5ND_DLRLC_SDU_Drop_pmm%_5QI133_SNSSAI6,S5NR_DLPRBUtilization_%_SNSSAI6,S5NU_AvgPDCPDelay_DL_us_Cell_SNSSAI,S5NU_AvgPDCPDelay_DL_us_Cell_5QI133_SNSSAI6,S5NU_AvgPDCPDelay_UL_us_Cell_SNSSAI,S5NU_AvgPDCPDelay_UL_us_Cell_5QI133_SNSSAI6,S5NU_DLPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6,S5NU_ULPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6,RLCDLPKTDISCARDCNTPDCP_5QI133,RLCDLPKTDROPCNTFULLBUF_5QI133,RLCDLPKTRECEIVECNT_5QI133,S5NC_DRBSetupFail_%_SA,S5NC_DRBSetupFail_num_SA,S5NC_DRBSetupFail_den_SA,Sum_DLRLCDataVolume_MB,S5NR_MaxRRCconnectedUsersPerDU
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ALLENTOWN-HNRT,0080,15.38,4,26,100,29,29,36.34,0.03,67.95,0,0,0,0.36,18.1,12.95,25.78,0,2.87,8.36,0.01,5.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,25.78,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ALLENTOWN-HNRT,0081,6.67,1,15,100,13,13,21.3,0.02,21.58,0.12,0.1,0,4.37,16.28,10.65,12.84,0,0.47,2.51,0,1.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,12.84,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ALLENTOWN-HNRT,0082,0,0,4,100,4,4,2.98,0,240.25,0,0,0,5.69,16.78,10.54,1.94,0,0.05,0.09,0,3.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,1.94,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,AMERICAN_STORAGE-HNRT,0095,11.54,3,26,100,29,29,1075.46,0.16,100.91,0.03,0.03,0.01,0.2,17.58,18.63,386.29,0,14.39,50.29,0.03,4.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,442.43,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,AMERICAN_STORAGE-HNRT,0096,0,0,12,100,15,15,151.67,0.01,265.34,0,0,0,0.03,18.72,23.28,71.53,0,3.96,18.54,0.01,11.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,71.53,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,AMERICAN_STORAGE-HNRT,0097,11.11,1,9,100,13,13,10319.44,0.59,271.62,0.01,0.01,0,0.12,17.13,20.18,3833.73,0,220.61,519.62,0.12,36.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,3962.28,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ARGYLE_PARK-HNRT,0086,0,0,2,100,2,2,97.24,0.06,32.07,0,0,0,3.78,16.51,9.53,2.36,0,0.07,1.5,0,0.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,72.11,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ARGYLE_PARK-HNRT,0087,0,0,2,100,2,2,32.32,0.01,31.91,0,0,0,0.41,17.05,15.9,0.13,0,0.06,1.17,0,6.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,17.02,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ARGYLE_PARK-HNRT,0088,0,0,1,100,1,1,1.43,0,23.96,0,0.04,0.06,9.5,15.6,2.95,0.3,0,0.19,0.31,0,0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.97,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,BAILEY CLINTON-HNRT,0047,10.43,12,115,100,93,93,458.34,0.18,23.75,0.1,0.1,0.13,9.7,16.31,12.74,101.15,0,9.46,23.55,0.03,3.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,295.03,0
